time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10
2545.5755,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88,31.21,30.14,30.8,31.05,31.55,32.06,30.8,31.63,30.63,30.88
2546.5775,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88,31.21,30.06,30.72,31.05,31.55,31.98,30.8,31.63,30.63,30.88
2547.579,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88,31.21,30.06,30.72,30.96,31.63,31.98,30.72,31.55,30.55,30.88
2548.5794,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96,31.21,30.14,30.96,31.21,31.55,31.89,30.72,31.72,30.8,30.96
2549.5818,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05,31.05,29.98,30.88,31.3,31.63,31.89,30.55,31.38,30.8,31.05
2550.5826,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88,31.21,30.06,30.8,31.05,31.63,32.06,30.8,31.63,30.63,30.88
2551.5842,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.55,31.55,30.88,31.05
2552.5853,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.8,30.96
2553.5864,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05,31.05,30.06,30.96,31.3,31.72,31.98,30.47,31.55,30.8,31.05
2554.5874,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8,31.3,30.14,30.8,31.13,31.47,31.98,30.72,31.63,30.63,30.8
2555.5894,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96,31.21,30.22,30.96,31.3,31.63,31.8,30.63,31.63,30.8,30.96
2556.5899,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05,31.3,30.06,30.72,31.05,31.72,32.06,30.8,31.63,30.63,31.05
2557.5914,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96,31.3,30.14,30.8,31.13,31.72,32.15,30.88,31.63,30.63,30.96
2558.5923,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.88,31.3,31.63,31.89,30.47,31.55,30.88,31.05
2559.5936,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05,31.05,30.06,30.96,31.3,31.72,31.89,30.47,31.55,30.88,31.05
2560.5943,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05,31.13,29.98,30.88,31.3,31.72,31.98,30.55,31.63,30.8,31.05
2561.595,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05
2562.5957,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96
2563.5958,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96,31.3,30.22,30.96,31.3,31.63,31.89,30.8,31.72,30.8,30.96
2564.5978,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88,31.21,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.8,30.88
2565.6024,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.88,31.38,31.8,32.06,30.63,31.55,30.96,31.13
2566.6073,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13,31.3,30.06,30.72,31.21,31.72,32.06,30.8,31.55,30.72,31.13
2567.6086,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13,31.13,30.06,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.13
2568.6105,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21,31.3,30.06,30.72,31.3,31.8,32.15,30.8,31.55,30.88,31.21
2569.6108,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96,31.3,30.22,30.88,31.13,31.55,32.06,30.8,31.72,30.63,30.96
2570.6112,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21,31.38,30.14,30.8,31.21,31.8,32.15,30.8,31.55,30.88,31.21
2571.6117,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.21,29.98,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13
2572.6117,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05,31.38,30.22,30.96,31.21,31.55,32.06,30.8,31.72,30.72,31.05
2573.6125,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13,31.3,30.14,30.8,31.21,31.72,32.15,30.88,31.63,30.72,31.13
2574.6136,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05,31.38,30.14,30.88,31.21,31.8,32.15,30.88,31.63,30.63,31.05
2575.6151,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05,31.21,30.22,30.96,31.38,31.72,31.98,30.55,31.63,30.88,31.05
2576.6155,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05,31.3,30.22,30.96,31.3,31.63,31.89,30.72,31.72,30.88,31.05
2577.6167,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96,31.38,30.3,31.05,31.3,31.63,32.06,30.88,31.8,30.88,30.96
2578.6174,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13,31.13,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.13
2579.6185,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.8,30.8,30.96
2580.6192,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13,31.21,30.22,30.96,31.38,31.72,31.98,30.72,31.8,30.96,31.13
2581.62,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21,31.21,30.06,30.96,31.38,31.8,32.06,30.63,31.55,30.96,31.21
2582.6206,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96,31.38,30.22,30.96,31.21,31.55,32.06,30.88,31.72,30.8,30.96
2583.6209,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21,31.3,30.06,30.96,31.47,31.89,32.15,30.8,31.55,30.96,31.21
2584.622,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05,31.38,30.3,31.05,31.38,31.63,31.89,30.72,31.72,30.88,31.05
