time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10
1362.9851,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69,26.46,25.92,26.38,26.77,27.23,27.15,26.54,27.23,26.31,26.69
1363.9872,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69,26.31,25.85,26.54,27.07,27.3,27.07,26.38,27.15,26.46,26.69
1364.9882,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69,26.46,25.85,26.38,27,27.3,27.15,26.54,27.15,26.38,26.69
1365.9883,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77,26.46,25.85,26.38,26.92,27.3,27.23,26.54,27.15,26.38,26.77
1366.9902,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77,26.54,25.92,26.38,26.92,27.3,27.23,26.61,27.23,26.46,26.77
1367.9902,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54,26.46,26,26.54,27,27.15,27.15,26.69,27.38,26.38,26.54
1369.0048,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69,26.38,25.77,26.38,27,27.3,27.15,26.54,27.07,26.46,26.69
1370.0052,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84,26.38,25.85,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.84
1371.0059,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69,26.31,26,26.61,27.15,27.3,27.07,26.46,27.15,26.46,26.69
1372.0067,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69
1373.0082,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.54,26.08,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69
1374.0085,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84,26.46,25.85,26.38,27.07,27.38,27.23,26.61,27.23,26.46,26.84
1375.0097,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.38,26.61
1376.0111,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77,26.31,25.92,26.61,27.15,27.38,27.15,26.46,27.15,26.54,26.77
1377.0118,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.61,27.15,27.38,27.23,26.54,27.15,26.54,26.77
1378.0131,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54,26.54,26,26.54,26.92,27.15,27.23,26.69,27.3,26.38,26.54
1379.0137,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77,26.31,25.92,26.61,27.15,27.3,27.07,26.46,27.23,26.54,26.77
1380.0139,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69,26.31,26,26.61,27.07,27.3,27.07,26.38,27.3,26.54,26.69
1381.0147,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26,26.54,26.92,27.15,27.23,26.69,27.38,26.38,26.61
1382.0151,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77,26.38,25.77,26.54,27.15,27.38,27.15,26.54,27.07,26.54,26.77
1383.0157,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61,26.54,26,26.54,26.92,27.23,27.23,26.69,27.38,26.31,26.61
1384.0171,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69,26.46,26.08,26.61,27.07,27.3,27,26.61,27.38,26.46,26.69
1385.0185,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69,26.46,26,26.61,27.07,27.3,27.07,26.46,27.3,26.46,26.69
1386.0189,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69,26.46,26,26.61,27.07,27.23,27,26.61,27.38,26.46,26.69
1387.0202,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61,26.61,26.08,26.61,27,27.15,27.15,26.69,27.38,26.38,26.61
1388.0216,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84,26.38,25.77,26.46,27.07,27.38,27.23,26.61,27.15,26.54,26.84
1389.0231,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.54
1390.0247,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77,26.46,26.15,26.69,27.15,27.38,27.15,26.46,27.3,26.54,26.77
1391.0251,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61
1392.0257,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61,26.54,26.08,26.54,27,27.15,27.23,26.69,27.38,26.38,26.61
1393.0261,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84,26.54,26,26.54,27.07,27.46,27.38,26.77,27.38,26.46,26.84
1394.0271,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77,26.38,25.85,26.61,27.15,27.38,27.23,26.61,27.15,26.54,26.77
1395.0275,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84,26.54,25.92,26.46,27,27.46,27.3,26.69,27.3,26.46,26.84
1396.0277,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.3,27.15,26.46,27.38,26.61,26.77
1397.0301,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.46,26.54
1398.0301,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.54,27.23,26.54,26.84
1399.0311,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69,26.54,26.08,26.69,27.15,27.3,27.07,26.61,27.38,26.54,26.69
1400.0311,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77,26.38,25.92,26.69,27.15,27.38,27.23,26.54,27.15,26.54,26.77
1401.0319,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77,26.61,26,26.46,26.92,27.38,27.3,26.77,27.38,26.31,26.77
1402.0323,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84,26.54,26,26.46,27.07,27.46,27.38,26.69,27.3,26.46,26.84
1403.0329,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61,26.61,26.15,26.61,27.07,27.23,27.3,26.84,27.46,26.46,26.61
1404.0331,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84,26.46,25.92,26.69,27.23,27.53,27.3,26.61,27.23,26.61,26.84
