time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10,fl_inner,fl_middle,fl_outer,fr_inner,fr_middle,fr_outer,rl_inner,rl_middle,rl_outer,rr_inner,rr_middle,rr_outer
2281.0933,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,29.98,51.12,43.19,45.18,50.3,51.37,50.96,51.99,50.55,52.22,48.17,53.68,40.08
2282.0942,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,30.22,29.34,29.9,30.14,30.55,30.88,29.9,30.72,29.82,29.9,55.22,44.66,39.92,45.46,43.74,40.24,52.29,51.59,45.72,51.36,52.47,40.79
2283.0951,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,30.06,29.1,29.82,30.22,30.8,30.88,29.82,30.47,29.82,30.14,52.29,50.67,45.17,41.93,54.26,50.44,48.32,54.4,50.29,46.2,46.04,46.69
2284.0963,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.63,30.96,29.98,30.72,29.66,30.06,50.83,45.64,41.66,46.91,44.53,43.85,46.97,52.87,39.33,46.52,41.16,45.03
2285.0966,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,29.9,29.1,29.9,30.3,30.72,30.8,29.66,30.63,29.9,30.14,41.71,51.63,45.68,43.96,44.16,50.73,55.17,45.84,48.8,44.25,43.93,50.89
2286.0992,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,30.14,29.18,29.74,30.22,30.8,31.05,29.9,30.63,29.74,30.14,46.29,40.78,51.1,47.17,54.59,46.11,43.51,55.82,51.47,48.27,52.44,39.17
2287.1005,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,30.22,29.34,29.98,30.3,30.63,30.72,29.9,30.8,29.9,29.98,52.99,46.52,44.79,46.59,48.01,41.89,57.31,42.59,48.24,52.35,42.83,48.3
2288.1019,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,30.22,29.26,29.82,30.06,30.72,31.05,29.98,30.72,29.66,29.98,41.03,48.26,48.75,43.77,47.77,41.04,50.71,39.54,49.21,54.96,44.59,39.85
2289.1027,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,30.06,29.26,29.98,30.22,30.63,30.72,29.9,30.8,29.9,30.06,42.58,47.8,39.79,47.83,47.33,39.47,49.22,54.46,43.38,40.79,50.13,46.27
2290.1039,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,30.06,29.34,30.06,30.3,30.72,30.8,29.74,30.72,29.9,30.06,45.86,44.19,51.17,54.05,41.7,41.59,47.14,53.86,52.75,50.82,50.44,42.5
2291.1043,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,30.14,29.18,29.82,30.3,30.88,31.05,29.9,30.63,29.82,30.14,43.1,41.82,45.35,44.91,49.33,48.76,56.37,53.68,45.11,46.68,42.14,51.7
2292.1049,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,30.06,29.1,29.74,30.22,30.8,30.96,29.9,30.63,29.82,30.14,42.6,52.63,53.96,46.72,52.88,45.1,44.07,46.86,42.41,42.99,51.29,46.21
2293.1073,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,30.14,29.1,29.9,30.3,30.88,30.96,29.82,30.55,29.9,30.22,47.35,49.31,42.23,48.01,47.03,47.84,42.3,50.1,38.99,55.51,45.09,46.37
2294.1092,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,30.06,29.18,30.06,30.39,30.88,30.96,29.82,30.47,29.9,30.06,53.18,45.82,41.93,44.95,52.65,50.08,43.98,44.84,48.63,41.44,55.35,39.44
2295.1107,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,29.9,29.26,29.98,30.3,30.72,30.88,29.74,30.55,29.9,30.14,45.2,54.2,55.0,57.03,51.7,43.52,47.78,45.04,39.41,40.83,46.07,50.72
2296.1111,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,30.3,29.42,30.06,30.3,30.63,30.8,29.82,30.72,29.9,29.98,48.57,45.86,43.65,44.52,42.75,46.19,52.39,49.18,52.8,43.32,45.03,40.46
2297.114,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.74,30.72,29.98,30.14,42.22,39.75,46.91,47.0,48.61,50.96,53.75,49.76,41.99,52.61,50.11,38.26
2298.1142,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.9,30.22,45.76,51.11,52.56,49.86,50.08,53.89,47.34,42.52,45.27,43.77,41.01,41.96
2299.1146,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,30.06,44.29,47.5,50.46,47.24,45.0,47.13,46.39,53.08,45.41,42.22,49.91,44.54
2300.1192,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,29.98,29.26,29.98,30.3,30.72,30.8,29.82,30.8,29.98,30.14,49.17,53.56,44.57,48.3,41.92,42.29,49.37,47.42,47.97,48.86,40.71,39.58
2301.121,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,30.22,29.26,29.82,30.06,30.8,31.05,30.06,30.8,29.74,29.9,54.62,39.57,45.51,47.79,48.72,46.46,44.73,44.77,42.9,42.82,55.64,40.29
2302.121,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,30.06,29.1,29.74,30.3,30.88,30.96,29.9,30.63,29.98,30.3,47.65,44.46,48.27,41.33,54.85,43.11,51.06,47.74,45.83,45.55,40.83,46.2
2303.1211,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,30.14,29.34,29.98,30.22,30.55,30.88,29.98,30.8,29.82,29.9,45.02,45.56,45.59,50.33,53.98,44.1,44.32,42.09,53.59,54.55,49.74,51.43
2304.1236,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,30.06,29.34,29.98,30.3,30.72,30.8,29.9,30.88,29.98,30.14,48.22,49.21,51.99,53.91,50.95,52.69,53.1,42.54,38.52,41.16,46.15,52.66
2305.1242,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,30.22,29.34,29.9,30.14,30.72,31.05,29.98,30.8,29.74,29.98,43.77,53.93,40.99,54.38,46.31,39.65,43.78,47.01,45.6,49.65,50.02,52.63
2306.1249,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,30.3,29.26,29.82,30.22,30.88,31.05,29.98,30.72,29.9,30.22,55.42,45.67,40.1,49.26,40.33,50.03,47.18,51.64,47.51,55.7,54.51,52.81
2307.1287,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,30.14,29.34,30.06,30.3,30.72,30.88,29.82,30.8,29.98,30.14,45.79,53.2,42.87,43.31,42.31,51.33,41.73,52.67,49.91,42.85,48.49,43.95
2308.1292,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,30.22,29.26,29.82,30.22,30.88,31.13,29.98,30.8,29.74,30.22,45.96,40.91,50.55,44.53,53.79,45.3,53.13,50.28,45.26,46.07,51.33,50.27
2309.1312,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,30.3,29.42,29.98,30.22,30.63,30.88,30.06,30.88,29.9,29.98,50.41,44.19,53.1,46.98,45.08,45.48,51.0,49.51,44.54,46.41,45.63,42.91
2310.1326,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,30.14,29.18,29.9,30.3,30.88,31.05,29.9,30.63,29.98,30.22,42.84,41.15,39.6,45.52,39.54,51.14,50.91,42.92,41.25,43.05,41.95,52.07
2311.1344,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,30.3,29.34,29.9,30.14,30.72,31.05,30.06,30.8,29.74,30.06,53.54,41.38,40.49,52.09,54.46,51.52,47.34,51.46,52.51,49.28,45.83,48.18
2312.1364,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,30.3,29.42,30.14,30.39,30.72,30.8,29.82,30.8,29.98,30.06,47.44,49.5,44.67,52.75,49.48,41.03,45.77,50.24,43.22,53.51,40.3,44.47
2313.1378,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,30.14,29.18,29.9,30.39,30.88,31.05,29.9,30.63,29.9,30.22,53.99,48.87,39.97,49.07,47.52,52.22,47.07,44.26,50.35,43.67,50.49,49.13
2314.1385,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,30.14,29.42,30.06,30.39,30.8,30.88,29.74,30.72,29.98,30.14,41.11,48.48,40.79,45.05,41.64,51.39,51.42,49.32,39.73,49.35,50.21,45.59
2315.1404,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,30.22,29.42,30.06,30.39,30.8,30.96,29.82,30.8,29.98,30.14,45.06,51.23,43.5,45.38,43.92,47.63,47.2,52.58,46.95,40.92,50.81,40.43
