time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10,fl_inner,fl_middle,fl_outer,fr_inner,fr_middle,fr_outer,rl_inner,rl_middle,rl_outer,rr_inner,rr_middle,rr_outer
1461.204,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,26.77,26.23,26.77,27.15,27.53,27.53,27.0,27.61,26.54,26.84,47.63,45.7,41.05,48.64,51.99,49.69,42.34,49.0,46.6,42.04,51.83,45.89
1462.2045,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,26.69,26.23,26.69,27.23,27.69,27.61,27.0,27.61,26.61,27.0,51.13,46.64,41.43,43.54,46.32,49.33,46.38,52.7,50.62,44.68,43.77,53.81
1463.2052,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,26.77,26.15,26.69,27.15,27.53,27.53,26.92,27.61,26.54,26.92,54.61,55.42,45.12,44.29,45.47,51.54,42.79,53.15,44.17,44.61,51.9,44.59
1464.2057,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,26.54,26.15,26.92,27.38,27.69,27.46,26.77,27.38,26.77,27.0,53.76,50.2,50.91,47.31,47.24,46.16,46.48,48.3,44.4,51.75,44.46,51.01
1465.2061,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,26.77,26.23,26.77,27.15,27.46,27.46,26.92,27.61,26.61,26.84,47.87,49.96,52.11,52.61,54.53,46.07,50.09,48.53,39.48,51.49,48.65,53.11
1466.2069,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,26.69,26.08,26.77,27.38,27.69,27.53,26.84,27.46,26.77,27.07,42.33,49.71,53.08,47.88,54.17,43.85,50.53,49.01,45.55,48.37,52.83,54.56
1467.2083,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,26.61,26.08,26.84,27.38,27.69,27.46,26.77,27.38,26.69,27.0,55.71,48.23,47.65,50.45,47.29,42.98,52.06,53.66,39.8,43.09,53.37,47.89
1468.2086,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,26.77,26.31,26.84,27.23,27.53,27.53,27.0,27.69,26.69,26.84,46.4,52.96,39.86,53.05,44.78,51.42,41.98,44.99,51.75,53.6,39.87,44.09
1469.2093,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,26.61,26.23,26.92,27.46,27.61,27.38,26.69,27.53,26.84,27.0,55.91,46.65,44.47,43.45,48.24,50.06,43.33,48.81,53.63,54.41,43.24,53.72
1470.2106,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,26.77,26.23,26.77,27.15,27.38,27.46,26.92,27.61,26.61,26.77,53.56,46.21,46.06,51.5,52.33,40.13,45.36,51.0,46.8,46.85,42.03,40.99
1471.2117,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.69,26.84,51.53,42.82,44.39,42.0,50.64,40.91,43.53,49.57,50.97,44.12,43.91,46.13
1472.212,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,26.77,26.31,26.84,27.3,27.46,27.38,26.92,27.69,26.77,26.84,55.89,46.53,44.5,49.64,45.1,45.69,45.3,47.59,51.15,45.45,51.06,49.39
1473.214,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,26.77,26.15,26.69,27.3,27.69,27.61,27.0,27.53,26.69,27.07,50.53,53.1,48.49,45.39,43.25,51.8,43.66,44.06,41.72,55.23,49.56,41.12
1474.2156,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.46,26.92,27.69,26.69,26.84,54.66,40.35,50.64,51.78,46.46,42.35,51.04,43.87,49.21,56.36,47.83,47.31
1475.2168,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,26.84,26.31,26.84,27.3,27.46,27.53,27.0,27.69,26.69,26.84,43.45,49.7,40.51,54.05,51.05,51.66,49.29,43.86,44.04,51.15,47.99,48.22
1476.2176,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,26.77,26.31,26.84,27.3,27.53,27.3,26.84,27.61,26.77,26.84,48.43,45.43,44.3,48.88,52.39,44.93,53.06,42.9,41.3,46.35,51.99,46.58
1477.2192,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.84,53.1,54.18,52.52,50.94,53.31,41.48,54.13,41.44,49.76,42.33,50.64,41.81
1478.2201,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,26.69,26.15,26.61,27.3,27.61,27.53,26.84,27.46,26.84,27.15,45.29,49.64,40.28,52.48,44.9,51.87,46.88,54.37,49.55,42.05,46.02,40.51
1479.2212,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.38,27.53,27.38,26.92,27.69,26.77,26.92,53.71,42.37,41.06,46.56,45.14,40.63,44.87,51.2,42.73,45.62,41.31,52.88
1480.2218,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,26.77,26.15,26.69,27.23,27.69,27.53,26.92,27.53,26.61,26.92,42.88,46.67,39.61,42.56,41.81,38.44,52.85,50.83,49.81,54.4,43.08,51.54
1481.223,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,26.84,26.38,26.84,27.3,27.38,27.46,27.0,27.69,26.69,26.84,55.41,41.98,47.57,43.75,40.81,51.69,47.91,43.06,51.58,46.9,50.59,53.91
1482.2233,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,26.77,26.31,26.92,27.3,27.53,27.38,26.92,27.69,26.77,26.92,47.62,45.61,43.43,54.82,48.07,39.12,44.9,41.82,49.66,53.35,41.61,46.6
1483.2247,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.31,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,51.36,52.99,52.73,49.15,47.37,52.23,42.79,51.73,48.65,55.33,54.45,51.26
1484.2258,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,26.84,26.23,26.77,27.23,27.46,27.46,26.92,27.61,26.61,26.92,54.58,44.56,49.93,46.79,51.11,51.47,49.78,50.05,39.9,53.54,51.53,48.77
1485.2274,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.46,27.0,27.69,26.77,26.92,54.26,52.5,43.27,51.94,50.05,48.48,46.2,46.45,51.6,49.25,44.57,48.8
1486.2281,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,26.84,26.38,26.92,27.38,27.53,27.46,27.0,27.77,26.77,26.92,50.15,48.39,47.92,46.01,41.28,39.33,47.77,51.32,45.16,44.03,53.35,48.55
1487.2305,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,26.69,26.08,26.77,27.46,27.77,27.61,26.92,27.53,26.77,27.07,45.93,48.22,46.51,42.19,45.94,45.64,45.14,48.12,40.67,43.47,52.35,49.69
1488.2317,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,26.92,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.69,26.92,45.62,47.28,43.44,54.79,52.19,43.53,50.22,42.56,42.56,42.19,52.7,52.79
1489.2333,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.53,26.77,27.69,26.92,27.07,49.01,54.91,51.04,46.97,51.5,46.45,53.57,42.94,50.24,46.0,48.12,53.59
1490.2351,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,26.69,26.31,26.92,27.38,27.61,27.38,26.92,27.77,26.84,27.0,55.82,49.13,39.01,50.62,47.9,51.89,45.75,43.73,50.28,46.09,50.61,41.33
1491.2357,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,26.84,26.31,26.84,27.3,27.46,27.53,27.07,27.77,26.77,26.92,56.12,47.24,44.95,43.32,51.13,43.69,46.33,43.1,41.19,47.34,53.96,40.76
1492.2373,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,26.84,26.23,26.77,27.3,27.77,27.69,27.07,27.69,26.61,27.07,49.9,53.28,51.14,51.2,54.06,50.84,50.16,46.25,41.17,45.48,51.91,52.74
1493.2374,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,26.61,26.31,26.92,27.46,27.69,27.46,26.92,27.77,26.92,27.07,51.1,55.02,51.5,40.29,49.58,44.06,49.16,51.16,46.8,56.26,48.56,41.85
1494.2387,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,26.69,26.31,27.0,27.46,27.69,27.46,26.84,27.69,26.84,27.07,51.25,45.23,50.46,43.59,42.12,45.56,46.34,49.31,39.42,49.42,51.84,45.22
1495.2391,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,26.92,26.23,26.77,27.38,27.77,27.69,27.0,27.61,26.77,27.15,45.28,42.02,53.5,40.59,46.2,43.52,48.63,50.12,48.46,43.66,53.34,44.6
